batch_size,epochs,hidden_units,train_loss,val_loss,train_mae,val_mae
32,10,32,2612.438,2513.728,30.448,29.866
32,20,32,1268.810,1222.958,21.422,20.977
32,30,32,680.262,681.045,15.539,15.422
32,40,32,481.286,498.521,12.653,12.678
32,50,32,421.180,457.605,11.409,11.656
32,60,32,398.965,448.063,10.854,11.341
32,70,32,387.134,442.290,10.567,11.159
32,80,32,377.979,435.371,10.364,10.972
32,90,32,372.697,430.232,10.256,10.822
32,100,32,366.753,427.541,10.134,10.765
32,110,32,361.609,427.283,10.036,10.732
32,120,32,356.199,430.994,9.952,10.788
32,130,32,351.412,427.161,9.872,10.712
32,140,32,347.174,424.533,9.799,10.666
32,150,32,342.972,421.598,9.731,10.609
32,10,64,1374.648,1296.359,22.052,21.278
32,20,64,546.575,550.968,13.629,13.519
32,30,64,417.251,451.648,11.333,11.614
32,40,64,386.159,427.930,10.614,11.031
32,50,64,370.594,421.984,10.273,10.828
32,60,64,359.201,423.667,10.059,10.766
32,70,64,348.811,425.651,9.869,10.737
32,80,64,339.593,423.631,9.703,10.703
32,90,64,331.544,422.528,9.568,10.639
32,100,64,321.775,423.713,9.392,10.687
32,110,64,314.445,436.202,9.276,10.875
32,120,64,307.245,439.188,9.154,10.907
32,130,64,297.920,434.221,8.984,10.815
32,140,64,292.114,444.100,8.899,10.940
32,150,64,284.505,442.901,8.762,10.965
32,10,128,618.641,603.323,14.621,14.357
32,20,128,406.074,446.673,11.076,11.503
32,30,128,368.956,426.537,10.251,10.973
32,40,128,347.959,430.910,9.836,10.865
32,50,128,329.342,432.173,9.494,10.864
32,60,128,311.689,433.739,9.171,10.820
32,70,128,296.356,438.502,8.906,10.909
32,80,128,283.593,447.259,8.680,11.051
32,90,128,270.573,447.260,8.447,11.003
32,100,128,261.547,445.801,8.296,10.957
32,110,128,252.112,447.663,8.109,10.975
32,120,128,242.266,452.131,7.925,11.019
32,130,128,236.841,454.508,7.837,11.073
32,140,128,228.120,450.788,7.682,10.993
32,150,128,220.034,462.189,7.527,11.150
32,10,256,433.704,450.830,11.667,11.879
32,20,256,373.148,415.384,10.314,10.923
32,30,256,344.901,421.399,9.777,10.779
32,40,256,320.833,430.181,9.336,10.834
32,50,256,299.441,448.666,8.948,11.024
32,60,256,279.883,452.807,8.596,10.980
32,70,256,262.467,458.021,8.269,11.084
32,80,256,247.534,461.356,7.992,11.154
32,90,256,235.074,463.102,7.751,11.163
32,100,256,222.526,469.101,7.509,11.185
32,110,256,215.108,466.881,7.373,11.195
32,120,256,207.497,475.750,7.229,11.323
32,130,256,196.151,473.681,6.986,11.285
32,140,256,192.224,476.283,6.898,11.306
32,150,256,181.758,468.595,6.680,11.218
32,10,512,405.044,423.410,10.964,11.353
32,20,512,371.801,411.807,10.247,10.777
32,30,512,344.874,421.595,9.760,10.832
32,40,512,317.875,428.606,9.272,10.802
32,50,512,293.461,438.581,8.860,10.928
32,60,512,271.679,447.456,8.463,10.968
32,70,512,253.341,449.485,8.135,10.992
32,80,512,239.208,451.519,7.869,11.043
32,90,512,223.900,455.411,7.584,11.100
32,100,512,213.256,460.708,7.372,11.097
32,110,512,197.911,462.902,7.040,11.141
32,120,512,186.679,465.703,6.817,11.179
32,130,512,175.811,464.603,6.591,11.155
32,140,512,170.144,457.687,6.473,11.084
32,150,512,160.905,462.782,6.265,11.118
64,10,32,3772.326,3692.687,36.318,36.003
64,20,32,2517.804,2471.280,29.885,29.703
64,30,32,1722.080,1692.207,24.905,24.848
64,40,32,1182.905,1181.364,20.670,20.892
64,50,32,842.550,860.907,17.439,17.756
64,60,32,641.117,659.343,15.155,15.420
64,70,32,523.803,552.632,13.495,13.850
64,80,32,458.756,500.041,12.339,12.833
64,90,32,424.203,467.236,11.601,12.132
64,100,32,404.479,446.306,11.117,11.620
64,110,32,391.449,435.901,10.792,11.331
64,120,32,382.051,428.359,10.561,11.101
64,130,32,374.291,422.928,10.378,10.933
64,140,32,368.665,417.914,10.245,10.821
64,150,32,363.481,417.167,10.134,10.764
64,10,64,2570.329,2476.088,30.129,29.478
64,20,64,1256.069,1234.973,20.947,20.917
64,30,64,715.206,745.305,15.745,16.061
64,40,64,505.245,539.069,13.005,13.361
64,50,64,426.496,472.842,11.630,12.179
64,60,64,391.313,443.317,10.873,11.527
64,70,64,371.675,433.138,10.426,11.211
64,80,64,357.787,428.953,10.117,11.072
64,90,64,348.046,424.081,9.912,10.953
64,100,64,337.912,421.316,9.722,10.866
64,110,64,328.485,421.935,9.554,10.843
64,120,64,320.994,425.824,9.413,10.837
64,130,64,313.129,429.862,9.278,10.854
64,140,64,305.691,433.265,9.150,10.884
64,150,64,299.619,437.191,9.039,10.923
64,10,128,1329.122,1274.936,21.464,21.147
64,20,128,561.909,585.786,13.806,14.033
64,30,128,415.616,467.443,11.444,12.096
64,40,128,370.818,436.589,10.492,11.333
64,50,128,346.760,428.188,9.946,10.977
64,60,128,330.412,427.290,9.609,10.838
64,70,128,313.078,431.315,9.282,10.786
64,80,128,299.280,433.940,9.005,10.754
64,90,128,287.611,438.368,8.790,10.787
64,100,128,277.546,440.776,8.629,10.810
64,110,128,267.976,447.340,8.459,10.884
64,120,128,261.162,449.946,8.319,10.946
64,130,128,254.288,452.924,8.180,10.960
64,140,128,247.399,457.102,8.057,10.974
64,150,128,240.967,455.686,7.932,10.948
64,10,256,605.575,619.811,14.473,14.590
64,20,256,396.980,448.996,11.008,11.598
64,30,256,354.955,433.230,10.085,11.082
64,40,256,328.723,432.277,9.543,10.860
64,50,256,309.338,436.716,9.171,10.892
64,60,256,291.166,440.311,8.817,10.888
64,70,256,274.471,441.765,8.503,10.884
64,80,256,262.256,440.134,8.271,10.805
64,90,256,251.331,453.723,8.064,10.950
64,100,256,239.232,456.517,7.823,11.010
64,110,256,229.547,461.081,7.641,11.010
64,120,256,219.556,458.887,7.450,10.938
64,130,256,210.135,464.775,7.265,11.058
64,140,256,204.552,464.643,7.145,11.068
64,150,256,196.925,464.841,6.994,11.063
64,10,512,432.959,462.284,11.691,11.908
64,20,512,371.508,423.950,10.317,10.898
64,30,512,342.985,431.514,9.776,10.886
64,40,512,317.352,435.401,9.310,10.868
64,50,512,293.654,433.620,8.871,10.775
64,60,512,271.053,438.391,8.451,10.807
64,70,512,254.496,453.338,8.132,10.974
64,80,512,237.174,453.252,7.802,10.971
64,90,512,225.051,464.672,7.567,11.147
64,100,512,214.376,463.278,7.352,11.095
64,110,512,205.384,465.580,7.154,11.162
64,120,512,197.004,460.555,6.989,11.051
64,130,512,189.627,465.609,6.829,11.078
64,140,512,180.846,466.406,6.640,11.084
64,150,512,169.624,459.424,6.382,10.915
128,10,32,4635.598,4580.699,40.034,39.984
128,20,32,3703.471,3664.325,35.932,35.948
128,30,32,3004.049,2974.503,32.468,32.581
128,40,32,2454.290,2432.796,29.461,29.556
128,50,32,2011.343,1995.110,26.753,26.843
128,60,32,1644.058,1631.489,24.226,24.374
128,70,32,1344.358,1349.414,21.890,22.194
128,80,32,1112.752,1134.720,19.937,20.341
128,90,32,931.379,953.574,18.273,18.603
128,100,32,789.741,811.393,16.838,17.105
128,110,32,680.040,703.400,15.591,15.872
128,120,32,597.287,623.977,14.558,14.870
128,130,32,535.297,568.405,13.687,14.069
128,140,32,488.691,529.399,12.951,13.424
128,150,32,454.845,500.383,12.343,12.885
128,10,64,3708.034,3625.911,36.004,35.704
128,20,64,2478.301,2431.590,29.590,29.610
128,30,64,1710.178,1683.393,24.599,24.699
128,40,64,1193.811,1196.991,20.432,20.777
128,50,64,876.409,894.952,17.465,17.824
128,60,64,677.631,699.266,15.315,15.657
128,70,64,554.281,585.163,13.733,14.184
128,80,64,478.071,523.008,12.584,13.213
128,90,64,430.693,486.530,11.761,12.548
128,100,64,401.302,467.871,11.198,12.133
128,110,64,381.713,458.860,10.795,11.859
128,120,64,367.654,450.291,10.485,11.626
128,130,64,355.381,446.842,10.226,11.482
128,140,64,346.650,447.259,10.032,11.434
128,150,64,336.923,441.829,9.832,11.291
128,10,128,2507.207,2412.077,29.665,29.287
128,20,128,1228.034,1221.263,20.510,20.888
128,30,128,726.082,751.832,15.703,16.192
128,40,128,520.759,563.701,13.149,13.816
128,50,128,429.463,496.199,11.728,12.685
128,60,128,381.742,463.817,10.852,12.028
128,70,128,353.948,449.280,10.286,11.698
128,80,128,332.448,445.855,9.829,11.463
128,90,128,317.661,445.663,9.507,11.286
128,100,128,306.601,449.223,9.271,11.284
128,110,128,296.654,446.904,9.054,11.170
128,120,128,286.012,448.515,8.828,11.073
128,130,128,277.334,451.596,8.641,11.088
128,140,128,273.318,448.977,8.567,11.013
128,150,128,265.914,452.998,8.409,11.050
128,10,256,1278.654,1241.739,20.986,21.092
128,20,256,553.337,581.955,13.659,14.083
128,30,256,412.002,472.262,11.421,12.197
128,40,256,360.302,450.541,10.374,11.589
128,50,256,332.365,447.180,9.778,11.346
128,60,256,314.426,439.111,9.380,11.036
128,70,256,298.211,442.975,9.026,11.037
128,80,256,282.185,449.369,8.697,11.025
128,90,256,268.652,455.041,8.429,11.087
128,100,256,254.259,457.124,8.132,11.068
128,110,256,247.844,455.171,8.012,11.042
128,120,256,239.320,458.424,7.847,11.067
128,130,256,233.203,456.858,7.730,11.042
128,140,256,223.175,450.767,7.525,10.936
128,150,256,212.301,451.890,7.326,10.942
128,10,512,584.219,575.223,14.293,13.975
128,20,512,405.143,444.207,11.156,11.615
128,30,512,367.845,427.193,10.352,11.119
128,40,512,342.793,425.749,9.848,10.934
128,50,512,322.878,429.112,9.461,10.857
128,60,512,303.704,433.486,9.091,10.847
128,70,512,289.038,437.537,8.817,10.888
128,80,512,272.760,443.868,8.505,10.990
128,90,512,259.591,440.787,8.246,10.877
128,100,512,249.938,446.669,8.070,10.967
128,110,512,237.583,453.088,7.802,10.991
128,120,512,226.055,456.945,7.574,10.973
128,130,512,212.884,461.934,7.306,11.083
128,140,512,204.840,458.777,7.153,11.079
128,150,512,198.630,460.800,7.016,11.009
256,10,32,5183.242,5145.104,42.143,42.082
256,20,32,4572.062,4542.559,39.715,39.767
256,30,32,4068.455,4043.923,37.519,37.612
256,40,32,3639.129,3618.588,35.551,35.667
256,50,32,3267.903,3250.349,33.752,33.883
256,60,32,2939.992,2924.802,32.074,32.164
256,70,32,2646.867,2633.898,30.487,30.545
256,80,32,2385.105,2375.072,28.980,28.991
256,90,32,2150.109,2141.756,27.533,27.658
256,100,32,1937.966,1931.805,26.166,26.277
256,110,32,1745.484,1741.667,24.826,24.961
256,120,32,1573.936,1572.736,23.595,23.727
256,130,32,1418.208,1422.508,22.390,22.549
256,140,32,1279.729,1286.689,21.263,21.423
256,150,32,1157.061,1170.627,20.204,20.421
256,10,64,4573.827,4513.306,39.784,39.794
256,20,64,3629.223,3587.458,35.562,35.649
256,30,64,2940.357,2909.605,32.090,32.223
256,40,64,2408.750,2386.734,29.152,29.253
256,50,64,1987.494,1972.273,26.533,26.607
256,60,64,1635.784,1624.833,23.989,24.113
256,70,64,1353.759,1350.427,21.754,21.863
256,80,64,1133.153,1143.528,19.869,20.131
256,90,64,961.500,978.869,18.297,18.625
256,100,64,828.244,851.507,16.975,17.352
256,110,64,724.035,752.678,15.858,16.286
256,120,64,641.570,675.949,14.880,15.403
256,130,64,576.042,617.424,14.039,14.645
256,140,64,525.075,571.809,13.327,14.021
256,150,64,485.036,538.605,12.727,13.481
256,10,128,3659.037,3571.663,35.779,35.600
256,20,128,2418.114,2371.533,29.079,29.138
256,30,128,1654.635,1631.926,23.903,24.008
256,40,128,1160.026,1164.359,19.788,20.127
256,50,128,862.282,884.176,17.037,17.468
256,60,128,676.338,716.737,15.041,15.717
256,70,128,556.514,613.213,13.594,14.388
256,80,128,478.096,549.832,12.492,13.556
256,90,128,424.295,511.389,11.664,12.898
256,100,128,385.882,486.224,11.028,12.370
256,110,128,359.276,473.500,10.529,12.109
256,120,128,338.137,466.034,10.116,11.903
256,130,128,321.731,458.487,9.778,11.710
256,140,128,306.767,454.151,9.465,11.510
256,150,128,296.400,455.390,9.241,11.441
256,10,256,2453.087,2354.424,29.292,29.180
256,20,256,1189.300,1176.054,20.131,20.425
256,30,256,704.582,731.920,15.425,15.999
256,40,256,510.858,562.851,12.992,13.820
256,50,256,418.961,492.573,11.586,12.624
256,60,256,364.696,463.630,10.608,12.039
256,70,256,333.508,453.688,9.984,11.675
256,80,256,309.156,450.662,9.474,11.444
256,90,256,291.510,450.370,9.090,11.317
256,100,256,276.166,453.898,8.739,11.297
256,110,256,267.138,454.614,8.526,11.258
256,120,256,251.272,455.426,8.178,11.144
256,130,256,243.331,454.804,8.005,11.062
256,140,256,237.517,462.936,7.887,11.202
256,150,256,229.373,463.140,7.712,11.095
256,10,512,1221.028,1171.774,20.548,20.366
256,20,512,536.595,568.632,13.445,14.005
256,30,512,406.954,469.632,11.345,12.377
256,40,512,360.952,437.058,10.399,11.597
256,50,512,324.402,433.373,9.650,11.194
256,60,512,300.015,433.785,9.150,11.042
256,70,512,277.682,435.786,8.666,10.937
256,80,512,260.813,438.500,8.303,10.986
256,90,512,248.511,443.536,8.068,10.924
256,100,512,235.416,452.800,7.801,10.969
256,110,512,222.637,446.918,7.541,10.893
256,120,512,214.846,449.601,7.390,10.847
256,130,512,206.790,451.392,7.224,10.929
256,140,512,196.689,455.145,7.014,10.908
256,150,512,190.167,458.316,6.912,11.040
